defined_class	defined_class_name	stressor
ECTO:0070162	exposure to black cohosh supplement via ingestion	FOODON:03600000
ECTO:0070163	exposure to coenzyme Q10 supplement via ingestion	FOODON:03600001
ECTO:0070164	exposure to fish oil supplement via ingestion	FOODON:03600002
ECTO:0070165	exposure to flaxseed oil supplement via ingestion	FOODON:03600003
ECTO:0070166	exposure to ginkgo biloba supplement via ingestion	FOODON:03600004
ECTO:0070167	exposure to ginseng supplement via ingestion	FOODON:03600005
ECTO:0070168	exposure to glucosamine supplement via ingestion	FOODON:03600006
ECTO:0070169	exposure to melatonin supplement via ingestion	FOODON:03600007
ECTO:0070170	exposure to milk thistle supplement via ingestion	FOODON:03600008
ECTO:0070171	exposure to omega-3- fatty acid supplement via ingestion	FOODON:03600009
ECTO:0070172	exposure to red yeast rice supplement via ingestion	FOODON:03600010
ECTO:0070173	exposure to resveratrol supplement via ingestion	FOODON:03600011
ECTO:0070174	exposure to St. John's wort supplement via ingestion	FOODON:03600012
ECTO:0070175	exposure to butter (unsalted) via ingestion	FOODON:03301777
ECTO:0070176	exposure to butter (salted) via ingestion	FOODON:03302643
ECTO:0070177	exposure to peanut butter (smooth) via ingestion	FOODON:03306903
ECTO:0070178	exposure to Williams pear via ingestion	FOODON:00003575
ECTO:0070179	exposure to red onion via ingestion	FOODON:00003515
ECTO:0070180	exposure to white onion via ingestion	FOODON:00003349
ECTO:0070181	exposure to yellow onion via ingestion	FOODON:03311276
ECTO:0070182	exposure to stone fruit via ingestion	FOODON:00002277
ECTO:0070183	exposure to legume food product via ingestion	FOODON:00001264
ECTO:0070184	exposure to plant leaf vegetable food product via ingestion	FOODON:00002143
ECTO:0070185	exposure to bacon (whole cut or parts) via ingestion	FOODON:03317331
ECTO:0070186	exposure to poultry (processed) via ingestion	FOODON:03310828
ECTO:0070187	exposure to red meat (raw) via ingestion	FOODON:03301297
ECTO:0070188	exposure to shellfish via ingestion	FOODON:03411433
ECTO:0070189	exposure to whitefish via ingestion	FOODON:00003281
ECTO:0070190	exposure to spinach (cooked) via ingestion	FOODON:00003908
ECTO:0070191	exposure to whole grain bread via ingestion	FOODON:00003923
ECTO:0070192	exposure to whole oat bread via ingestion	FOODON:00003938
ECTO:0070193	exposure to soft drink (diet, caffeinated) via ingestion	FOODON:00003939
ECTO:0070194	exposure to soft drink (caffeinated) via ingestion	FOODON:00003940
ECTO:0070195	exposure to tea (liquid, decaffeinated) via ingestion	FOODON:00003941
ECTO:0070196	exposure to tea (liquid, caffeinated) via ingestion	FOODON:00003942
ECTO:0070197	exposure to coffee (liquid, decaffeinated) via ingestion	FOODON:00003943
ECTO:0070198	exposure to dairy-based coffee drink via ingestion	FOODON:00003944
ECTO:0070199	exposure to cow milk cheese (nonfat) via ingestion	FOODON:00003945
ECTO:0070200	exposure to winter squash (whole) via ingestion	FOODON:00003946
ECTO:0070201	exposure to sucralose-based sweetener via ingestion	FOODON:00003947
ECTO:0070202	exposure to aspartame-based sweetener via ingestion	FOODON:00003948
ECTO:0070203	exposure to saccharin-based sweetener via ingestion	FOODON:00003949
ECTO:0070204	exposure to cow milk (liquid) via ingestion	FOODON:03302116
ECTO:0070205	exposure to high mercury food material via ingestion	FOODON:00004101
ECTO:0070206	exposure to rice milk via ingestion	FOODON:03311386
ECTO:0070207	exposure to coconut milk via ingestion	FOODON:03303084
ECTO:0070208	exposure to cashew milk via ingestion	FOODON:00003866
ECTO:0070209	exposure to dark fish flesh via ingestion	FOODON:03530058
ECTO:0070210	exposure to multivitamin preparation via ingestion	FOODON:03315171
