Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	psychotropic drug	definition	A loosely defined grouping of drugs that have effects on psychological function.
ERROR	duplicate_definition	psychotropic agent therapy	definition	A loosely defined grouping of drugs that have effects on psychological function.
ERROR	duplicate_definition	exposure to X-ray radiation	definition	A exposure event involving the interaction of an exposure receptor to X-ray radiation.
ERROR	duplicate_definition	exposure to X-ray radiation	definition	A exposure event involving the interaction of an exposure receptor to X-ray radiation.
ERROR	duplicate_definition	exposure to plastic pollution	definition	A exposure event involving the interaction of an exposure receptor to plastic pollution.
ERROR	duplicate_definition	exposure to plastic pollution	definition	A exposure event involving the interaction of an exposure receptor to plastic pollution.
ERROR	duplicate_definition	exposure to increased amount of methane	definition	A exposure event involving the interaction of an exposure receptor to increased amount of methane.
ERROR	duplicate_definition	exposure to increased amount of methane	definition	A exposure event involving the interaction of an exposure receptor to increased amount of methane.
ERROR	duplicate_definition	exposure to greenhouse effect	definition	A exposure event involving the interaction of an exposure receptor to greenhouse effect.
ERROR	duplicate_definition	exposure to greenhouse effect	definition	A exposure event involving the interaction of an exposure receptor to greenhouse effect.
ERROR	duplicate_definition	exposure to fibrous glass dust	definition	A exposure event involving the interaction of an exposure receptor to fibrous glass dust.
ERROR	duplicate_definition	exposure to fibrous glass dust	definition	A exposure event involving the interaction of an exposure receptor to fibrous glass dust.
ERROR	duplicate_definition	exposure to environmental material	definition	A exposure event involving the interaction of an exposure receptor to environmental material.
ERROR	duplicate_definition	exposure to environmental material	definition	A exposure event involving the interaction of an exposure receptor to environmental material.
ERROR	duplicate_definition	exposure to decreased amount of methane	definition	A exposure event involving the interaction of an exposure receptor to decreased amount of methane.
ERROR	duplicate_definition	exposure to decreased amount of methane	definition	A exposure event involving the interaction of an exposure receptor to decreased amount of methane.
ERROR	duplicate_definition	exposure to nicotine via consumption of an addictive substance via http://purl.obolibrary.org/obo/ExO_0000159	definition	A exposure event involving the interaction of an exposure receptor to construction.
ERROR	duplicate_definition	exposure to construction	definition	A exposure event involving the interaction of an exposure receptor to construction.
ERROR	duplicate_definition	muscle of iris	definition	.
ERROR	duplicate_definition	gastric juice	definition	.
ERROR	duplicate_definition	salivatory nucleus	definition	.
ERROR	duplicate_definition	kidney rudiment	definition	.
ERROR	duplicate_definition	mesonephric smooth muscle tissue	definition	.
ERROR	duplicate_definition	extraembryonic mesoderm	definition	.
ERROR	duplicate_definition	early pharyngeal endoderm	definition	.
ERROR	duplicate_definition	layer of sclera	definition	.
ERROR	duplicate_definition	metanephros induced blastemal cells	definition	.
ERROR	duplicate_definition	differentiated genital tubercle	definition	.
ERROR	duplicate_definition	transitively anteriorly connected to	definition	.
ERROR	duplicate_definition	transitively distally connected to	definition	.
ERROR	duplicate_definition	transitively proximally connected to	definition	.
ERROR	multiple_equivalent_classes	corticosterone exposure	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49155
ERROR	multiple_equivalent_classes	corticosterone exposure	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49159
ERROR	multiple_equivalent_classes	exposure to DDT in soil	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49515
ERROR	multiple_equivalent_classes	exposure to DDT in soil	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49521
ERROR	multiple_equivalent_classes	exposure to DDT in soil	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49527
ERROR	multiple_equivalent_classes	exposure to DDT in soil	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49533
ERROR	multiple_equivalent_classes	exposure to DDT in soil	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49539
ERROR	multiple_equivalent_classes	exposure to DDT in soil	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49545
ERROR	multiple_equivalent_classes	exposure to DDT in soil	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49551
ERROR	multiple_equivalent_classes	exposure to nicotine via consumption of an addictive substance via http://purl.obolibrary.org/obo/ExO_0000159	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49719
ERROR	multiple_equivalent_classes	exposure to nicotine via consumption of an addictive substance via http://purl.obolibrary.org/obo/ExO_0000159	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid49729
ERROR	multiple_equivalent_classes	exposure to manufactured product	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid50081
ERROR	multiple_equivalent_classes	exposure to manufactured product	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid50085
ERROR	multiple_equivalent_classes	exposure to increased amount of pressure of air	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51180
ERROR	multiple_equivalent_classes	exposure to increased amount of pressure of air	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51184
ERROR	multiple_equivalent_classes	exposure to increased amount of pressure of air	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51192
ERROR	multiple_equivalent_classes	exposure to decreased amount of pressure of water	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51211
ERROR	multiple_equivalent_classes	exposure to decreased amount of pressure of water	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51215
ERROR	multiple_equivalent_classes	exposure to decreased amount of pressure of water	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51223
ERROR	multiple_equivalent_classes	exposure to frozen of liquid water	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51242
ERROR	multiple_equivalent_classes	exposure to frozen of liquid water	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid51250
ERROR	multiple_equivalent_classes	negative regulation of metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67524
ERROR	multiple_equivalent_classes	negative regulation of metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67528
ERROR	multiple_equivalent_classes	positive regulation of metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67534
ERROR	multiple_equivalent_classes	positive regulation of metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67538
ERROR	multiple_equivalent_classes	regulation of signal transduction	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67544
ERROR	multiple_equivalent_classes	regulation of signal transduction	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67548
ERROR	multiple_equivalent_classes	positive regulation of signal transduction	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67555
ERROR	multiple_equivalent_classes	positive regulation of signal transduction	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67559
ERROR	multiple_equivalent_classes	negative regulation of signal transduction	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67566
ERROR	multiple_equivalent_classes	negative regulation of signal transduction	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67570
ERROR	multiple_equivalent_classes	regulation of signaling receptor activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67578
ERROR	multiple_equivalent_classes	regulation of signaling receptor activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67582
ERROR	multiple_equivalent_classes	positive regulation of phosphorus metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67588
ERROR	multiple_equivalent_classes	positive regulation of phosphorus metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67592
ERROR	multiple_equivalent_classes	negative regulation of phosphorus metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67598
ERROR	multiple_equivalent_classes	negative regulation of phosphorus metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67602
ERROR	multiple_equivalent_classes	regulation of cell communication	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67614
ERROR	multiple_equivalent_classes	regulation of cell communication	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67618
ERROR	multiple_equivalent_classes	positive regulation of cell communication	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67624
ERROR	multiple_equivalent_classes	positive regulation of cell communication	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67628
ERROR	multiple_equivalent_classes	negative regulation of cell communication	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67634
ERROR	multiple_equivalent_classes	negative regulation of cell communication	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67638
ERROR	multiple_equivalent_classes	regulation of phosphate metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67684
ERROR	multiple_equivalent_classes	regulation of phosphate metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67688
ERROR	multiple_equivalent_classes	regulation of metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67694
ERROR	multiple_equivalent_classes	regulation of metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67698
ERROR	multiple_equivalent_classes	regulation of signaling	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67712
ERROR	multiple_equivalent_classes	regulation of signaling	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67716
ERROR	multiple_equivalent_classes	positive regulation of signaling	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67726
ERROR	multiple_equivalent_classes	positive regulation of signaling	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67730
ERROR	multiple_equivalent_classes	negative regulation of signaling	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67738
ERROR	multiple_equivalent_classes	negative regulation of signaling	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67742
ERROR	multiple_equivalent_classes	regulation of cellular metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67758
ERROR	multiple_equivalent_classes	regulation of cellular metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67762
ERROR	multiple_equivalent_classes	negative regulation of cellular metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67768
ERROR	multiple_equivalent_classes	negative regulation of cellular metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67772
ERROR	multiple_equivalent_classes	positive regulation of cellular metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67778
ERROR	multiple_equivalent_classes	positive regulation of cellular metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67782
ERROR	multiple_equivalent_classes	negative regulation of protein binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67824
ERROR	multiple_equivalent_classes	negative regulation of protein binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67828
ERROR	multiple_equivalent_classes	positive regulation of protein binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67834
ERROR	multiple_equivalent_classes	positive regulation of protein binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67838
ERROR	multiple_equivalent_classes	negative regulation of kinase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67909
ERROR	multiple_equivalent_classes	negative regulation of kinase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67913
ERROR	multiple_equivalent_classes	positive regulation of kinase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67919
ERROR	multiple_equivalent_classes	positive regulation of kinase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67923
ERROR	multiple_equivalent_classes	regulation of locomotion	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67951
ERROR	multiple_equivalent_classes	regulation of locomotion	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67955
ERROR	multiple_equivalent_classes	negative regulation of locomotion	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67961
ERROR	multiple_equivalent_classes	negative regulation of locomotion	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67965
ERROR	multiple_equivalent_classes	positive regulation of locomotion	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67971
ERROR	multiple_equivalent_classes	positive regulation of locomotion	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67975
ERROR	multiple_equivalent_classes	regulation of phosphorylation	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67982
ERROR	multiple_equivalent_classes	regulation of phosphorylation	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67986
ERROR	multiple_equivalent_classes	negative regulation of phosphorylation	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67992
ERROR	multiple_equivalent_classes	negative regulation of phosphorylation	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid67996
ERROR	multiple_equivalent_classes	positive regulation of phosphorylation	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68002
ERROR	multiple_equivalent_classes	positive regulation of phosphorylation	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68006
ERROR	multiple_equivalent_classes	positive regulation of catalytic activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68021
ERROR	multiple_equivalent_classes	positive regulation of catalytic activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68025
ERROR	multiple_equivalent_classes	negative regulation of catalytic activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68032
ERROR	multiple_equivalent_classes	negative regulation of catalytic activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68036
ERROR	multiple_equivalent_classes	regulation of protein binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68052
ERROR	multiple_equivalent_classes	regulation of protein binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68056
ERROR	multiple_equivalent_classes	regulation of kinase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68063
ERROR	multiple_equivalent_classes	regulation of kinase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68067
ERROR	multiple_equivalent_classes	negative regulation of molecular function	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68085
ERROR	multiple_equivalent_classes	negative regulation of molecular function	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68089
ERROR	multiple_equivalent_classes	positive regulation of molecular function	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68095
ERROR	multiple_equivalent_classes	positive regulation of molecular function	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68099
ERROR	multiple_equivalent_classes	negative regulation of phosphate metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68188
ERROR	multiple_equivalent_classes	negative regulation of phosphate metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68192
ERROR	multiple_equivalent_classes	positive regulation of phosphate metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68198
ERROR	multiple_equivalent_classes	positive regulation of phosphate metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68202
ERROR	multiple_equivalent_classes	positive regulation of biological process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68256
ERROR	multiple_equivalent_classes	positive regulation of biological process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68260
ERROR	multiple_equivalent_classes	negative regulation of biological process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68266
ERROR	multiple_equivalent_classes	negative regulation of biological process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68270
ERROR	multiple_equivalent_classes	positive regulation of behavior	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68276
ERROR	multiple_equivalent_classes	positive regulation of behavior	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68280
ERROR	multiple_equivalent_classes	negative regulation of behavior	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68286
ERROR	multiple_equivalent_classes	negative regulation of behavior	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68290
ERROR	multiple_equivalent_classes	negative regulation of cellular process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68302
ERROR	multiple_equivalent_classes	negative regulation of cellular process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68306
ERROR	multiple_equivalent_classes	regulation of response to stimulus	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68312
ERROR	multiple_equivalent_classes	regulation of response to stimulus	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68316
ERROR	multiple_equivalent_classes	positive regulation of response to stimulus	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68322
ERROR	multiple_equivalent_classes	positive regulation of response to stimulus	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68326
ERROR	multiple_equivalent_classes	negative regulation of response to stimulus	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68332
ERROR	multiple_equivalent_classes	negative regulation of response to stimulus	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68336
ERROR	multiple_equivalent_classes	regulation of biological process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68361
ERROR	multiple_equivalent_classes	regulation of biological process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68365
ERROR	multiple_equivalent_classes	regulation of catalytic activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68371
ERROR	multiple_equivalent_classes	regulation of catalytic activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68375
ERROR	multiple_equivalent_classes	regulation of behavior	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68387
ERROR	multiple_equivalent_classes	regulation of behavior	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68391
ERROR	multiple_equivalent_classes	regulation of binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68418
ERROR	multiple_equivalent_classes	regulation of binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68422
ERROR	multiple_equivalent_classes	positive regulation of binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68428
ERROR	multiple_equivalent_classes	positive regulation of binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68432
ERROR	multiple_equivalent_classes	negative regulation of binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68438
ERROR	multiple_equivalent_classes	negative regulation of binding	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68442
ERROR	multiple_equivalent_classes	regulation of phosphorus metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68469
ERROR	multiple_equivalent_classes	regulation of phosphorus metabolic process	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68473
ERROR	multiple_equivalent_classes	regulation of transferase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68514
ERROR	multiple_equivalent_classes	regulation of transferase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68518
ERROR	multiple_equivalent_classes	positive regulation of transferase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68524
ERROR	multiple_equivalent_classes	positive regulation of transferase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68528
ERROR	multiple_equivalent_classes	negative regulation of transferase activity	owl:equivalentClass	3a2e35df-bddd-4b30-bb6f-31f725a15211genid68534
