iri,iri label,stressor,stressor label
ECTO:0000156,,CHEBI:18385,thiamine(1+)
ECTO:0000157,,CHEBI:60250,selenium ion
ECTO:0000158,,CHEBI:60253,silver cation
ECTO:0000159,,CHEBI:60252,lead cation
ECTO:0000160,,CHEBI:27082,trehalose
ECTO:0000161,,CHEBI:18422,sulfur dioxide
ECTO:0000162,,CHEBI:29864,mannitol
ECTO:0000163,,CHEBI:33832,organic cyclic compound
ECTO:0000164,,CHEBI:23453,cycloalkane
ECTO:0000165,,CHEBI:24921,isoquinoline alkaloid
ECTO:0000166,,CHEBI:35615,tropane
ECTO:0000167,,CHEBI:26401,purines
ECTO:0000168,,CHEBI:32952,amine
ECTO:0000169,,CHEBI:5118,fluoxetine
ECTO:0000170,,CHEBI:27732,caffeine
ECTO:0000171,,CHEBI:48080,brefeldin A
ECTO:0000172,,CHEBI:44185,methotrexate
ECTO:0000173,,CHEBI:50858,corticosteroid
ECTO:0000174,,CHEBI:23336,cobalt cation
ECTO:0000175,,CHEBI:39127,magnesium cation
ECTO:0000176,,CHEBI:26546,rhamnose
ECTO:0000177,,CHEBI:23965,estradiol
ECTO:0000178,,CHEBI:8005,peptidoglycan
ECTO:0000179,,CHEBI:59414,muramyl dipeptide
ECTO:0000180,,CHEBI:16412,lipopolysaccharide
ECTO:0000181,,CHEBI:26536,retinoic acid
ECTO:0000182,,CHEBI:17026,progesterone
ECTO:0000183,,CHEBI:28384,vitamin K
ECTO:0000184,,CHEBI:16374,menaquinone
ECTO:0000185,,CHEBI:18067,phylloquinone
ECTO:0000186,,CHEBI:12777,vitamin A
ECTO:0000187,,CHEBI:35923,hydroperoxide
ECTO:0000188,,CHEBI:61050,alkyl hydroperoxide
ECTO:0000189,,CHEBI:33234,vitamin E
ECTO:0000190,,CHEBI:15422,ATP
ECTO:0000191,,CHEBI:17015,riboflavin
ECTO:0000192,,CHEBI:27300,vitamin D
ECTO:0000193,,CHEBI:17347,testosterone
ECTO:0000194,,CHEBI:30411,cobalamin
ECTO:0000195,,CHEBI:29073,L-ascorbic acid
ECTO:0000196,,CHEBI:38755,hydroxyisoflavone
ECTO:0000197,,CHEBI:28088,genistein
ECTO:0000198,,CHEBI:5391,glucagon
ECTO:0000199,,CHEBI:17790,methanol
ECTO:0000200,,CHEBI:18059,lipid
ECTO:0000201,,CHEBI:17855,triglyceride
ECTO:0000202,,CHEBI:30563,silicon dioxide
ECTO:0000203,,CHEBI:30823,oleate
ECTO:0000204,,CHEBI:35381,monosaccharide
ECTO:0000205,,CHEBI:36233,disaccharide
ECTO:0000206,,CHEBI:17306,maltose
ECTO:0000207,,CHEBI:17245,carbon monoxide
ECTO:0000208,,CHEBI:27306,vitamin B6
ECTO:0000209,,CHEBI:26333,prostaglandin
ECTO:0000210,,CHEBI:26338,prostaglandins E
ECTO:0000211,,CHEBI:26340,prostaglandins F
ECTO:0000212,,CHEBI:26345,prostaglandins I
ECTO:0000213,,CHEBI:18295,histamine
ECTO:0000214,,CHEBI:16688,ecdysone
ECTO:0000215,,CHEBI:18723,nicotine
ECTO:0000216,,CHEBI:26776,stilbenoid
ECTO:0000217,,CHEBI:33101,nitrogen dioxide
ECTO:0000218,,CHEBI:29103,potassium(1+)
ECTO:0000219,,CHEBI:46024,trichostatin A
ECTO:0000220,,CHEBI:2639,amiloride
ECTO:0000221,,CHEBI:16830,methylamine
ECTO:0000222,,CHEBI:6887,methylphenidate
ECTO:0000223,,CHEBI:175901,gemcitabine
ECTO:0000224,,CHEBI:87631,statin
ECTO:0000225,,CHEBI:49603,lapatinib
ECTO:0000226,,CHEBI:46345,5-fluorouracil
ECTO:0000227,,CHEBI:65173,iloperidone
ECTO:0000228,,CHEBI:65172,ximelagatran
ECTO:0000229,,CHEBI:15889,sterol
ECTO:0000230,,CHEBI:27958,cocaine
ECTO:0000231,,CHEBI:24431,chemical entity
ECTO:0000232,,CHEBI:16240,hydrogen peroxide
ECTO:0000233,,CHEBI:33709,amino acid
ECTO:0000234,,CHEBI:25017,leucine
ECTO:0000235,,CHEBI:17303,morphine
ECTO:0000236,,CHEBI:22315,alkaloid
ECTO:0000237,,CHEBI:67208,double-stranded RNA
ECTO:0000238,,CHEBI:25905,peptide hormone
ECTO:0000239,,CHEBI:65311,corticotropin-releasing hormone
ECTO:0000241,,CHEBI:28057,amylopectin
ECTO:0000242,,CHEBI:27941,pullulan
ECTO:0000243,,CHEBI:16236,ethanol
ECTO:0000244,,CHEBI:25698,ether
ECTO:0000245,,CHEBI:48081,bacteriocin
ECTO:0000246,,CHEBI:17076,streptomycin
ECTO:0000247,,CHEBI:16130,DDT
ECTO:0000248,,CHEBI:13941,carbamate
ECTO:0000249,,CHEBI:23457,cyclodiene organochlorine insecticide
ECTO:0000250,,CHEBI:25710,organophosphorus compound
ECTO:0000251,,CHEBI:22632,arsenic
ECTO:0000252,,CHEBI:63063,cadmium cation
ECTO:0000253,,CHEBI:35404,chromate(2-)
ECTO:0000254,,CHEBI:23378,copper cation
ECTO:0000255,,CHEBI:25197,mercury cation
ECTO:0000256,,CHEBI:60271,tellurium ion
ECTO:0000257,,CHEBI:27641,cycloheximide
ECTO:0000258,,CHEBI:26764,steroid hormone
ECTO:0000259,,CHEBI:24261,glucocorticoid
ECTO:0000260,,CHEBI:25354,mineralocorticoid
ECTO:0000261,,CHEBI:16827,corticosterone
ECTO:0000262,,CHEBI:16962,cortisone
ECTO:0000263,,CHEBI:17650,cortisol
ECTO:0000264,,CHEBI:17489,"3',5'-cyclic AMP"
ECTO:0000265,,CHEBI:39123,calcium cation
ECTO:0000266,,CHEBI:27470,folic acid
ECTO:0000267,,CHEBI:17158,methylglyoxal
ECTO:0000268,,CHEBI:49747,methylmercury(1+)
ECTO:0000269,,CHEBI:6495,lipoprotein
ECTO:0000270,,CHEBI:35274,ammonium ion
ECTO:0000271,,CHEBI:16356,"3',5'-cyclic GMP"
ECTO:0000272,,CHEBI:28640,lipoteichoic acid
ECTO:0000273,,CHEBI:63526,platinum cation
ECTO:0000274,,CHEBI:35366,fatty acid
ECTO:0000275,,CHEBI:30245,linoleate
ECTO:0000276,,CHEBI:16113,cholesterol
ECTO:0000277,,CHEBI:15956,biotin
ECTO:0000278,,CHEBI:28304,heparin
ECTO:0000279,,CHEBI:62932,mycophenolate
ECTO:0000280,,CHEBI:41879,dexamethasone
ECTO:0000281,,CHEBI:24814,indole-3-methanol
ECTO:0000282,,CHEBI:16480,nitric oxide
ECTO:0000283,,CHEBI:26337,prostaglandins D
ECTO:0000284,,CHEBI:63534,monoamine
ECTO:0000285,,CHEBI:33567,catecholamine
ECTO:0000286,,CHEBI:33568,adrenaline
ECTO:0000287,,CHEBI:33569,noradrenaline
ECTO:0000288,,CHEBI:85543,bismuth ion
ECTO:0000289,,CHEBI:25255,methyl methanesulfonate
ECTO:0000290,,CHEBI:41218,mercaptoethanol
ECTO:0000291,,CHEBI:8984,sodium dodecyl sulfate
ECTO:0000292,,CHEBI:30911,glucitol
ECTO:0000293,,CHEBI:44423,hydroxyurea
ECTO:0000294,,CHEBI:45979,thiabendazole
ECTO:0000295,,CHEBI:27666,actinomycin D
ECTO:0000296,,CHEBI:27899,cisplatin
ECTO:0000297,,CHEBI:18320,"1,4-dithiothreitol"
ECTO:0000298,,CHEBI:40036,amitrole
ECTO:0000299,,CHEBI:16907,4-nitroquinoline N-oxide
ECTO:0000300,,CHEBI:3259,CCCP
ECTO:0000301,,CHEBI:569624,papulacandin B
ECTO:0000302,,CHEBI:15738,staurosporine
ECTO:0000303,,CHEBI:64090,tert-butyl hydroperoxide
ECTO:0000304,,CHEBI:48958,"1,1'-azobis(N,N-dimethylformamide)"
ECTO:0000305,,CHEBI:30746,benzoic acid
ECTO:0000306,,CHEBI:33070,indole-3-butyric acid
ECTO:0000307,,CHEBI:16301,nitrite
ECTO:0000308,,CHEBI:27570,histidine
ECTO:0000309,,CHEBI:28044,phenylalanine
ECTO:0000310,,CHEBI:58429,"alpha,alpha-trehalose 6-phosphate(2-)"
ECTO:0000311,,CHEBI:26004,phenylpropanoid
ECTO:0000312,,CHEBI:18332,L-thyroxine
ECTO:0000313,,CHEBI:40910,azide anion
ECTO:0000314,,CHEBI:30879,alcohol
ECTO:0000315,,CHEBI:28600,farnesol
ECTO:0000316,,CHEBI:506227,N-acetyl-D-glucosamine
ECTO:0000317,,CHEBI:31355,carboplatin
ECTO:0000318,,CHEBI:60761,5-fluoro-2'-deoxyuridine
ECTO:0000319,,CHEBI:28680,cytarabine
ECTO:0000320,,CHEBI:7735,olanzapine
ECTO:0000321,,CHEBI:8028,perphenazine
ECTO:0000322,,CHEBI:8707,quetiapine
ECTO:0000323,,CHEBI:8871,risperidone
ECTO:0000324,,CHEBI:10119,ziprasidone
ECTO:0000325,,CHEBI:3766,clozapine
ECTO:0000326,,CHEBI:17698,chloramphenicol
ECTO:0000327,,CHEBI:48923,erythromycin
ECTO:0000328,,CHEBI:9688,trichodermin
ECTO:0000329,,CHEBI:22584,antimycin A
ECTO:0000330,,CHEBI:27902,tetracycline
ECTO:0000331,,CHEBI:61057,tacrolimus hydrate
ECTO:0000332,,CHEBI:23527,cytochalasin B
ECTO:0000333,,CHEBI:52646,leptomycin B
ECTO:0000334,,CHEBI:497734,L-thialysine
ECTO:0000335,,CHEBI:609827,L-canavanine
ECTO:0000336,,CHEBI:9168,sirolimus
ECTO:0000337,,CHEBI:17561,L-cysteine
ECTO:0000338,,CHEBI:16856,glutathione
ECTO:0000339,,CHEBI:28885,butan-1-ol
ECTO:0000340,,CHEBI:16716,benzene
ECTO:0000341,,CHEBI:17578,toluene
ECTO:0000342,,CHEBI:30751,formic acid
ECTO:0000343,,CHEBI:34768,furfural
ECTO:0000344,,CHEBI:28831,propan-1-ol
ECTO:0000345,,CHEBI:38853,decalin
ECTO:0000346,,CHEBI:39258,diphenyl ether
ECTO:0000347,,CHEBI:35008,tetralin
ECTO:0000348,,CHEBI:29021,hexane
ECTO:0000349,,CHEBI:27417,p-xylene
ECTO:0000350,,CHEBI:27338,xylene
ECTO:0000351,,CHEBI:29222,hypochlorite
ECTO:0000352,,CHEBI:16634,raffinose
ECTO:0000353,,CHEBI:46195,paracetamol
ECTO:0000354,,CHEBI:45863,paclitaxel
ECTO:0000355,,CHEBI:3347,candesartan
ECTO:0000356,,CHEBI:5001,fenofibrate
ECTO:0000357,,CHEBI:6801,metformin
ECTO:0000358,,CHEBI:63580,ribavirin
ECTO:0000359,,CHEBI:47600,purvalanol A
ECTO:0000360,,CHEBI:3015,benomyl
ECTO:0000361,,CHEBI:34905,paraquat
ECTO:0000362,,CHEBI:27656,camptothecin
ECTO:0000363,,CHEBI:70778,GW 7647
ECTO:0000364,,CHEBI:70773,capsazepine
ECTO:0000365,,CHEBI:70726,hesperadin
ECTO:0000366,,CHEBI:70723,reversine
ECTO:0000367,,CHEBI:3392,carbendazim
ECTO:0000368,,CHEBI:16670,peptide
ECTO:0000369,,CHEBI:17087,ketone
ECTO:0000370,,CHEBI:51143,nitrogen
ECTO:0000371,,CHEBI:25806,oxygen molecular entity
ECTO:0000372,,CHEBI:9398,tamsulosin
ECTO:0000373,,CHEBI:6121,ketamine
ECTO:0000374,,CHEBI:29988,L-glutamate(2-)
ECTO:0000375,,CHEBI:24866,salt
ECTO:0000376,,CHEBI:68508,diethyl maleate
ECTO:0000377,,CHEBI:24848,inositol
ECTO:0000378,,CHEBI:23053,catechin
ECTO:0000379,,CHEBI:68487,strigolactone
ECTO:0000380,,CHEBI:3638,chloroquine
ECTO:0000381,,CHEBI:5870,imidacloprid
ECTO:0000382,,CHEBI:46442,vanadate(3-)
ECTO:0000383,,CHEBI:4027,cyclophosphamide
ECTO:0000384,,CHEBI:59809,docetaxel trihydrate
ECTO:0000385,,CHEBI:28748,doxorubicin
ECTO:0000386,,CHEBI:4911,etoposide
ECTO:0000387,,CHEBI:47898,4'-epidoxorubicin
ECTO:0000388,,CHEBI:46261,N-phenylthiourea
ECTO:0000389,,CHEBI:17051,fluoride
ECTO:0000390,,CHEBI:46645,isobutanol
ECTO:0000391,,CHEBI:8273,plumbagin
ECTO:0000392,,CHEBI:18310,alkane
ECTO:0000393,,CHEBI:32892,nonane
ECTO:0000394,,CHEBI:41808,decane
ECTO:0000395,,CHEBI:46342,undecane
ECTO:0000396,,CHEBI:28817,dodecane
ECTO:0000397,,CHEBI:62805,isooctane
ECTO:0000398,,CHEBI:64598,"1-(3,5-dichloro-2,6-dihydroxy-4-methoxyphenyl)hexan-1-one"
ECTO:0000399,,CHEBI:33848,polycyclic arene
ECTO:0000400,,CHEBI:18243,dopamine
ECTO:0000401,,CHEBI:3098,bile acid
ECTO:0000402,,CHEBI:24400,glycoside
ECTO:0000403,,CHEBI:16494,lipoic acid
ECTO:0000404,,CHEBI:9150,simvastatin
ECTO:0000405,,CHEBI:13719,acetylsalicylate
ECTO:0000406,,CHEBI:37941,clopidogrel
ECTO:0000407,,CHEBI:28689,dehydroepiandrosterone
ECTO:0000408,,CHEBI:16973,11-deoxycorticosterone
ECTO:0000409,,CHEBI:17968,butyrate
ECTO:0000410,,CHEBI:16467,L-arginine
ECTO:0000411,,CHEBI:16134,ammonia
ECTO:0000412,,CHEBI:29866,arsenite(3-)
ECTO:0000413,,CHEBI:22633,arsenite ion
ECTO:0000414,,CHEBI:33216,bisphenol A
ECTO:0000415,,CHEBI:17514,cyanide
ECTO:0000416,,CHEBI:29678,sodium arsenite
ECTO:0000417,,CHEBI:28619,acrylamide
ECTO:0000418,,CHEBI:49703,latrunculin B
ECTO:0000419,,CHEBI:600520,micafungin
ECTO:0000420,,CHEBI:64220,monosodium glutamate
ECTO:0000421,,CHEBI:63933,Aroclor 1254
ECTO:0000422,,CHEBI:28790,serotonin
ECTO:0000423,,CHEBI:80690,Thyroglobulin triiodothyronine
ECTO:0000424,,CHEBI:27584,aldosterone
ECTO:0000425,,CHEBI:28498,acadesine
ECTO:0000426,,CHEBI:9937,vasopressin
ECTO:0000427,,CHEBI:79516,Nonylphenol
ECTO:0000428,,CHEBI:47781,desipramine
ECTO:0000429,,CHEBI:29014,cordycepin
ECTO:0000430,,CHEBI:49496,gold(3+)
ECTO:0000431,,CHEBI:35340,methamphetamine hydrochloride
ECTO:0000432,,CHEBI:44811,2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine
ECTO:0000433,,CHEBI:42471,forskolin
ECTO:0000434,,CHEBI:31746,kainic acid
ECTO:0000435,,CHEBI:37586,sodium phosphate
ECTO:0000436,,CHEBI:84144,L-phenylalanine derivative
ECTO:0000437,,CHEBI:81567,Thyroid stimulating hormone
ECTO:0000438,,CHEBI:34892,nocodazole
ECTO:0000439,,CHEBI:16842,formaldehyde
ECTO:0000440,,CHEBI:28328,D-galactosamine
ECTO:0000441,,CHEBI:15765,L-dopa
ECTO:0000442,,CHEBI:67016,tetrahydrofolate
ECTO:0000443,,CHEBI:4903,17alpha-ethynylestradiol
ECTO:0000444,,CHEBI:15843,arachidonic acid
ECTO:0000445,,CHEBI:4470,dextromethorphan
ECTO:0000446,,CHEBI:4638,diphenidol
ECTO:0000447,,CHEBI:62837,1-oleoyl-sn-glycerol 3-phosphate
ECTO:0000448,,CHEBI:52289,wortmannin
ECTO:0000449,,CHEBI:29699,tunicamycin
ECTO:0000450,,CHEBI:9516,thapsigargin
ECTO:0000451,,CHEBI:51349,polyamine macromolecule
ECTO:0000452,,CHEBI:17148,putrescine
ECTO:0000453,,CHEBI:17089,glycoprotein
ECTO:0000454,,CHEBI:64243,monosodium L-glutamate
ECTO:0000455,,CHEBI:34317,"3,3',4,4',5-pentachlorobiphenyl"
ECTO:0000456,,CHEBI:28119,"2,3,7,8-tetrachlorodibenzodioxine"
ECTO:0000457,,CHEBI:17097,biphenyl
ECTO:0000458,,CHEBI:28262,dimethyl sulfoxide
ECTO:0000459,,CHEBI:37537,phorbol 13-acetate 12-myristate
ECTO:0000460,,CHEBI:35190,diterpene
ECTO:0000461,,CHEBI:24278,glucoside
ECTO:0000462,,CHEBI:63954,ionomycin
ECTO:0000463,,CHEBI:27881,resveratrol
ECTO:0000464,,CHEBI:16811,methionine
ECTO:0000465,,CHEBI:39352,dinitrophenol
ECTO:0000466,,CHEBI:3962,curcumin
ECTO:0000467,,CHEBI:64645,beta-amyloid
ECTO:0000468,,CHEBI:28201,rotenone
ECTO:0000469,,CHEBI:34342,3-methylcholanthrene
ECTO:0000470,,CHEBI:27385,tetrachloromethane
ECTO:0000471,,CHEBI:69136,latrunculin A
ECTO:0000472,,CHEBI:28787,nitroglycerin
ECTO:0000473,,CHEBI:18050,L-glutamine
ECTO:0000474,,CHEBI:16136,hydrogen sulfide
ECTO:0000475,,CHEBI:28716,palmitoleic acid
ECTO:0000476,,CHEBI:22907,bleomycin
ECTO:0000477,,CHEBI:4629,diosgenin
ECTO:0000478,,CHEBI:5613,haloperidol
ECTO:0000479,,CHEBI:15355,acetylcholine
ECTO:0000480,,CHEBI:72564,temozolomide
ECTO:0000481,,CHEBI:33497,transition element
ECTO:0000482,,CHEBI:33969,gold
ECTO:0000483,,CHEBI:48433,angiotensin
ECTO:0000484,,CHEBI:4705,double-stranded DNA
ECTO:0001063,,CHEBI:15379,dioxygen
ECTO:0001108,,CHEBI:22271,aflatoxin
ECTO:0001136,,CHEBI:15930,atrazine
ECTO:0001137,,CHEBI:26092,phthalate
ECTO:0001138,,CHEBI:27789,"1,2-dichloroethane"
ECTO:0001139,,CHEBI:28097,chlorobenzene
ECTO:0001140,,CHEBI:15767,dichloromethane
ECTO:0001141,,CHEBI:16101,ethylbenzene
ECTO:0001142,,CHEBI:27798,nitrobenzene
ECTO:0001143,,CHEBI:27452,styrene
ECTO:0001144,,CHEBI:17300,tetrachloroethene
ECTO:0001145,,CHEBI:16602,trichloroethene
ECTO:0001146,,CHEBI:28063,o-xylene
ECTO:0001147,,CHEBI:18022,thiocyanate
ECTO:0001148,,CHEBI:37143,organofluorine compound
ECTO:0001149,,CHEBI:33406,organoarsenic compound
ECTO:0001151,,CHEBI:53156,polychlorobiphenyl
ECTO:0001152,,CHEBI:36683,organochlorine compound
ECTO:0001155,,CHEBI:100241,ciprofloxacin
ECTO:0001156,,CHEBI:100246,norfloxacin
ECTO:0001157,,CHEBI:102166,thiopental
ECTO:0001158,,CHEBI:102265,sulfamethazine
ECTO:0001159,,CHEBI:10588,1-(3-chlorophenyl)piperazine
ECTO:0001160,,CHEBI:107736,metoclopramide
ECTO:0001161,,CHEBI:115196,2-hydroxybenzothiazole
ECTO:0001162,,CHEBI:116509,diuron
ECTO:0001163,,CHEBI:127342,atomoxetine
ECTO:0001164,,CHEBI:132842,sulfapyridine
ECTO:0001165,,CHEBI:1367,"3,3',4,4'-tetrachlorobiphenyl"
ECTO:0001166,,CHEBI:15407,(-)-ephedrine
ECTO:0001167,,CHEBI:15964,cyclohexylsulfamic acid
ECTO:0001168,,CHEBI:160246,aminophenazone
ECTO:0001169,,CHEBI:16227,pyridine
ECTO:0001170,,CHEBI:16482,naphthalene
ECTO:0001171,,CHEBI:16548,chlordecone
ECTO:0001172,,CHEBI:16598,DDE
ECTO:0001173,,CHEBI:167099,benzo[d]isothiazol-3-one
ECTO:0001174,,CHEBI:16714,codeine
ECTO:0001175,,CHEBI:168396,mycophenolic acid
ECTO:0001176,,CHEBI:17043,biphenyl-2-ol
ECTO:0001177,,CHEBI:17192,"3,5-dibromo-4-hydroxybenzonitrile"
ECTO:0001178,,CHEBI:17658,tylosin
ECTO:0001179,,CHEBI:19503,propachlor
ECTO:0001180,,CHEBI:22472,ametryn
ECTO:0001181,,CHEBI:2394,acetochlor
ECTO:0001182,,CHEBI:2533,alachlor
ECTO:0001183,,CHEBI:2549,albuterol
ECTO:0001184,,CHEBI:2564,aldrin
ECTO:0001185,,CHEBI:26276,prometryn
ECTO:0001186,,CHEBI:2665,amitraz
ECTO:0001187,,CHEBI:2666,amitriptyline
ECTO:0001188,,CHEBI:27454,"1-chloro-2,2-bis(4'-chlorophenyl)ethylene"
ECTO:0001189,,CHEBI:27496,simazine
ECTO:0001190,,CHEBI:27500,4-aminobenzenesulfonic acid
ECTO:0001191,,CHEBI:28196,erythromycin B
ECTO:0001192,,CHEBI:28239,erythromycin E
ECTO:0001193,,CHEBI:28331,erythromycin D
ECTO:0001194,,CHEBI:28428,beta-hexachlorocyclohexane
ECTO:0001195,,CHEBI:28487,reserpine
ECTO:0001196,,CHEBI:2877,aspartame
ECTO:0001197,,CHEBI:28851,phenanthrene
ECTO:0001198,,CHEBI:28854,"2,4-D"
ECTO:0001199,,CHEBI:2904,atenolol
ECTO:0001200,,CHEBI:2911,atorvastatin calcium trihydrate
ECTO:0001201,,CHEBI:2955,azithromycin
ECTO:0001202,,CHEBI:2962,kresoxim-methyl
ECTO:0001203,,CHEBI:3018,bentazone
ECTO:0001204,,CHEBI:30263,terbutylazine
ECTO:0001205,,CHEBI:30264,simeton
ECTO:0001206,,CHEBI:30898,"naphthalene-2,7-disulfonic acid"
ECTO:0001207,,CHEBI:3090,bicalutamide
ECTO:0001208,,CHEBI:31225,antipyrine
ECTO:0001209,,CHEBI:31556,esatenolol
ECTO:0001210,,CHEBI:31701,iobitridol
ECTO:0001211,,CHEBI:31709,iohexol
ECTO:0001212,,CHEBI:31710,iomeprol
ECTO:0001213,,CHEBI:31711,iopamidol
ECTO:0001214,,CHEBI:3177,bromacil
ECTO:0001215,,CHEBI:32111,saccharin
ECTO:0001216,,CHEBI:32159,sucralose
ECTO:0001217,,CHEBI:32161,sulfadimethoxine
ECTO:0001218,,CHEBI:3219,bupropion
ECTO:0001219,,CHEBI:32888,gamma-hexachlorocyclohexane
ECTO:0001220,,CHEBI:33098,2-nitrotoluene
ECTO:0001221,,CHEBI:3387,carbamazepine
ECTO:0001222,,CHEBI:3394,carbetamide
ECTO:0001223,,CHEBI:34104,1-nitronaphthalene
ECTO:0001224,,CHEBI:34197,"2,2',3,3',5,5'-hexachlorobiphenyl"
ECTO:0001225,,CHEBI:34199,"2,2',3,3',6,6'-hexachlorobiphenyl"
ECTO:0001226,,CHEBI:34202,"2,2',4,4',5,5'-hexachlorobiphenyl"
ECTO:0001227,,CHEBI:34203,"2,2',4,4',6,6'-hexachlorobiphenyl"
ECTO:0001228,,CHEBI:34204,"2,2',4,4'-tetrachlorobiphenyl"
ECTO:0001229,,CHEBI:34205,"2,2',4,5-tetrachlorobiphenyl"
ECTO:0001230,,CHEBI:34206,"2,2',5,5'-tetrachlorobiphenyl"
ECTO:0001231,,CHEBI:34215,"2,3',5-trichlorobiphenyl"
ECTO:0001232,,CHEBI:34216,"2,3,3',4,5-pentachlorobiphenyl"
ECTO:0001233,,CHEBI:34218,"2,3,4,4'-tetrachlorobiphenyl"
ECTO:0001234,,CHEBI:34219,"2,3,4,5,6-pentachlorobiphenyl"
ECTO:0001235,,CHEBI:34221,"2,3,4,5-tetrachlorobiphenyl"
ECTO:0001236,,CHEBI:34222,"2,3,4-trichlorobiphenyl"
ECTO:0001237,,CHEBI:34224,"2,3,5,6-tetrachlorobiphenyl"
ECTO:0001238,,CHEBI:34225,"2,3,6-trichlorobiphenyl"
ECTO:0001239,,CHEBI:34232,"2,4'-dichlorobiphenyl"
ECTO:0001240,,CHEBI:34233,"2,4,4',6-tetrachlorobiphenyl"
ECTO:0001241,,CHEBI:34246,"2,5-dichlorobiphenyl"
ECTO:0001242,,CHEBI:34249,"2,6-dichlorobiphenyl"
ECTO:0001243,,CHEBI:34251,"2,6-dimethylnaphthalene"
ECTO:0001244,,CHEBI:34283,oxybenzone
ECTO:0001245,,CHEBI:34304,fenobucarb
ECTO:0001246,,CHEBI:34326,"3,5-dichlorobiphenyl"
ECTO:0001247,,CHEBI:34364,"4,4'-dichlorobiphenyl"
ECTO:0001248,,CHEBI:34440,4-nonylphenol
ECTO:0001249,,CHEBI:34591,bromodichloromethane
ECTO:0001250,,CHEBI:34623,chlordane
ECTO:0001251,,CHEBI:34631,chlorpyrifos
ECTO:0001252,,CHEBI:34632,chlorpyrifos-methyl
ECTO:0001253,,CHEBI:34666,decachlorobiphenyl
ECTO:0001254,,CHEBI:34682,diazinon
ECTO:0001255,,CHEBI:34687,dibutyl phthalate
ECTO:0001256,,CHEBI:34714,dimethoate
ECTO:0001257,,CHEBI:34719,dinoseb
ECTO:0001258,,CHEBI:34785,heptachlor
ECTO:0001259,,CHEBI:34846,metribuzin
ECTO:0001260,,CHEBI:34852,mirex
ECTO:0001261,,CHEBI:34934,prometon
ECTO:0001262,,CHEBI:35027,trifluralin
ECTO:0001263,,CHEBI:35038,tris(2-butoxyethyl) phosphate
ECTO:0001264,,CHEBI:35445,"3,3',5,5'-tetrachlorobiphenyl"
ECTO:0001265,,CHEBI:35546,perfluorodecanoic acid
ECTO:0001266,,CHEBI:35547,perfluoroheptanoic acid
ECTO:0001267,,CHEBI:35549,perfluorooctanoic acid
ECTO:0001268,,CHEBI:3561,cetirizine
ECTO:0001269,,CHEBI:36718,dichlorobiphenyl
ECTO:0001270,,CHEBI:36719,trichlorobiphenyl
ECTO:0001271,,CHEBI:36720,tetrachlorobiphenyl
ECTO:0001272,,CHEBI:36721,pentachlorobiphenyl
ECTO:0001273,,CHEBI:36722,hexachlorobiphenyl
ECTO:0001274,,CHEBI:36793,(S)-bupropion
ECTO:0001275,,CHEBI:36794,(R)-bupropion
ECTO:0001276,,CHEBI:36810,(trifluoromethyl)benzene
ECTO:0001277,,CHEBI:3697,cilastatin
ECTO:0001278,,CHEBI:3723,citalopram
ECTO:0001279,,CHEBI:3732,clarithromycin
ECTO:0001280,,CHEBI:3745,clindamycin
