left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	equiv_clique_size
http://purl.obolibrary.org/obo/ECTO_0000265	exposure to calcium cation	XCO:0000184	calcium ion	label	label	exposure to calcium cation	calcium ion	72.24999999999999	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000280	exposure to dexamethasone	XCO:0000372	dexamethasone	label	label	exposure to dexamethasone	dexamethasone	85.0	0.5714285714285714	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000287	exposure to noradrenaline	XCO:0000127	norepinephrine	hasExactSynonym	hasExactSynonym	noradrenaline exposure	noradrenaline	76.5	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000296	exposure to cisplatin	XCO:0000398	cisplatin	label	label	exposure to cisplatin	cisplatin	85.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000299	exposure to 4-nitroquinoline N-oxide	XCO:0000351	4-nitroquinoline N-oxide	label	label	exposure to 4-nitroquinoline N-oxide	4-nitroquinoline N-oxide	72.24999999999999	1.0	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000314	exposure to alcohol	XCO:0000323	alcohol	label	label	exposure to alcohol	alcohol	85.0	0.4444444444444444	1.0	0	0.7032967032967034	7
http://purl.obolibrary.org/obo/ECTO_0000353	exposure to paracetamol	XCO:0000388	acetaminophen	hasExactSynonym	hasExactSynonym	paracetamol exposure	paracetamol	76.5	1.0	0.8	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000355	exposure to candesartan	XCO:0000438	candesartan	label	label	exposure to candesartan	candesartan	85.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000357	exposure to metformin	XCO:0000408	metformin	label	label	exposure to metformin	metformin	85.0	1.0	1.0	0	0.6666666666666666	3
http://purl.obolibrary.org/obo/ECTO_0000361	exposure to paraquat	XCO:0000500	paraquat	label	label	exposure to paraquat	paraquat	85.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000373	exposure to ketamine	XCO:0000130	ketamine	label	label	exposure to ketamine	ketamine	85.0	1.0	0.4	0	0.5	4
http://purl.obolibrary.org/obo/ECTO_0000375	exposure to salt	XCO:0000149	ion/salt	label	label	exposure to salt	ion/salt	40.13888888888887	0.3333333333333333	0.3333333333333333	0	0.588235294117647	3
http://purl.obolibrary.org/obo/ECTO_0000399	exposure to polycyclic arene	XCO:0000093	polycyclic arene	label	label	exposure to polycyclic arene	polycyclic arene	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000408	exposure to 11-deoxycorticosterone	XCO:0000330	deoxycorticosterone	hasRelatedSynonym	label	exposure to Deoxycorticosterone	deoxycorticosterone	42.5	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000410	exposure to L-arginine	XCO:0000213	arginine	hasRelatedSynonym	label	exposure to arginine	arginine	42.5	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000414	exposure to bisphenol A	XCO:0000397	bisphenol A	label	label	exposure to bisphenol A	bisphenol A	72.24999999999999	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000450	exposure to thapsigargin	XCO:0000178	thapsigargin	label	label	exposure to thapsigargin	thapsigargin	85.0	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000468	exposure to rotenone	XCO:0000501	rotenone	label	label	exposure to rotenone	rotenone	76.5	0.6	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000479	exposure to acetylcholine	XCO:0000143	acetylcholine	label	label	exposure to acetylcholine	acetylcholine	85.0	1.0	0.8	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000483	exposure to angiotensin	XCO:0000126	angiotensin	label	label	exposure to angiotensin	angiotensin	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000497	exposure to antioxidant	XCO:0000271	antioxidant	label	label	exposure to antioxidant	antioxidant	80.95238095238095	0.8571428571428571	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000516	exposure to hormone	XCO:0000125	hormone	label	label	exposure to hormone	hormone	83.11111111111111	0.9166666666666666	0.7333333333333333	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000523	exposure to mutagen	XCO:0000205	mutation inducing chemical	hasExactSynonym	hasExactSynonym	mutagen exposure	mutagen	76.5	0.8181818181818182	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000526	exposure to neurotransmitter	XCO:0000144	neurotransmitter	label	label	exposure to neurotransmitter	neurotransmitter	85.0	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000537	exposure to toxin	XCO:0000240	toxin	label	label	exposure to toxin	toxin	85.0	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000542	exposure to vitamin	XCO:0000468	vitamin A	label	label	exposure to vitamin	vitamin A	57.79999999999999	0.6	0.5	1	0.18707586965825032	5
http://purl.obolibrary.org/obo/ECTO_0000542	exposure to vitamin	XCO:0000377	vitamin	label	label	exposure to vitamin	vitamin	82.63888888888889	0.8333333333333334	0.8333333333333334	0	0.32280811969145345	5
http://purl.obolibrary.org/obo/ECTO_0000544	exposure to antimicrobial agent	XCO:0000482	antimicrobial agent	label	label	exposure to antimicrobial agent	antimicrobial agent	72.24999999999999	0.4	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000545	exposure to antibacterial agent	XCO:0000483	antibacterial agent	label	label	exposure to antibacterial agent	antibacterial agent	72.24999999999999	1.0	0.8	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000551	exposure to diagnostic agent	XCO:0000358	diagnostic agent	label	label	exposure to diagnostic agent	diagnostic agent	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000556	exposure to antimetabolite	XCO:0000390	antimetabolite	label	label	exposure to antimetabolite	antimetabolite	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000557	exposure to inhibitor	XCO:0000120	inhibitor	label	label	exposure to inhibitor	inhibitor	66.40625	0.5	0.5625	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000566	exposure to EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor	XCO:0000524	angiotensin converting enzyme inhibitor	hasRelatedSynonym	label	exposure to angiotensin-converting enzyme inhibitor	angiotensin converting enzyme inhibitor	42.5	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000569	exposure to anti-inflammatory drug	XCO:0000505	anti-inflammatory agent	hasRelatedSynonym	hasExactSynonym	exposure to antiinflammatory agent	antiinflammatory agent	36.12499999999999	1.0	0.6666666666666666	2	0.33333333333333337	3
http://purl.obolibrary.org/obo/ECTO_0000571	exposure to non-steroidal anti-inflammatory drug	XCO:0000506	non-steroidal anti-inflammatory drug	label	label	exposure to non-steroidal anti-inflammatory drug	non-steroidal anti-inflammatory drug	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000579	exposure to diuretic	XCO:0000122	diuretic	label	label	exposure to diuretic	diuretic	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000584	exposure to hypoglycemic agent	XCO:0000407	hypoglycemic agent	label	label	exposure to hypoglycemic agent	hypoglycemic agent	72.24999999999999	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000588	exposure to antineoplastic agent	XCO:0000435	antineoplastic agent	label	label	exposure to antineoplastic agent	antineoplastic agent	72.24999999999999	1.0	0.5454545454545454	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000590	exposure to vasodilator agent	XCO:0000140	vasodilator	hasRelatedSynonym	label	exposure to vasodilator	vasodilator	35.859375	0.75	0.375	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000618	exposure to adrenergic antagonist	XCO:0000336	adrenergic antagonist	label	label	exposure to adrenergic antagonist	adrenergic antagonist	79.6875	0.75	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000632	exposure to calcium channel blocker	XCO:0000269	calcium channel inhibitor	hasExactSynonym	hasRelatedSynonym	calcium channel blocker exposure	calcium channel blocker	32.1111111111111	0.6666666666666666	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000655	exposure to protein synthesis inhibitor	XCO:0000532	protein synthesis inhibitor	label	label	exposure to protein synthesis inhibitor	protein synthesis inhibitor	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000725	exposure to carcinogenic agent	XCO:0000089	neoplasm inducing chemical	hasRelatedSynonym	hasRelatedSynonym	exposure to carcinogen	carcinogen	41.90972222222222	0.9166666666666666	0.8333333333333334	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000727	exposure to teratogenic agent	XCO:0000512	teratogen	hasExactSynonym	hasExactSynonym	teratogenic agent exposure	teratogenic agent	65.02499999999999	0.3333333333333333	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000730	exposure to neurotoxin	XCO:0000495	neurotoxic substance	hasExactSynonym	hasNarrowSynonym	neurotoxin exposure	neurotoxin	33.39285714285714	0.5	0.5714285714285714	2	0.41666666666666663	3
http://purl.obolibrary.org/obo/ECTO_0000730	exposure to neurotoxin	XCO:0000496	neurotoxin	label	label	exposure to neurotoxin	neurotoxin	46.75000000000001	0.25	0.4	0	0.5833333333333335	3
http://purl.obolibrary.org/obo/ECTO_0000749	exposure to antigen	XCO:0000133	antigen	label	label	exposure to antigen	antigen	85.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000833	exposure to anti-inflammatory agent	XCO:0000505	anti-inflammatory agent	label	label	exposure to anti-inflammatory agent	anti-inflammatory agent	72.24999999999999	1.0	0.5714285714285714	0	0.6666666666666667	3
http://purl.obolibrary.org/obo/ECTO_0000980	exposure to temperature of air in surroundings	XCO:0000011	air temperature	hasExactSynonym	label	air temperature exposure	air temperature	76.5	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001089	tobacco use related exposure	XCO:0000077	tobacco use	hasExactSynonym	label	tobacco use exposure	tobacco use	76.5	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001091	cigarette smoking related exposure	XCO:0000079	cigarette smoking	hasExactSynonym	label	cigarette smoking exposure	cigarette smoking	76.5	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001092	cigar smoking related exposure	XCO:0000078	cigar smoking	hasExactSynonym	label	cigar smoking exposure	cigar smoking	76.5	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001255	exposure to dibutyl phthalate	XCO:0000513	dibutyl phthalate	label	label	exposure to dibutyl phthalate	dibutyl phthalate	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001334	exposure to furosemide	XCO:0000124	furosemide	label	label	exposure to furosemide	furosemide	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001360	exposure to (R)-ketamine	XCO:0000130	ketamine	hasRelatedSynonym	label	exposure to (+)-ketamine	ketamine	42.5	1.0	0.4	2	0.25	4
http://purl.obolibrary.org/obo/ECTO_0001368	exposure to esketamine	XCO:0000130	ketamine	hasRelatedSynonym	label	exposure to (-)-ketamine	ketamine	42.5	1.0	0.4	0	0.25	4
http://purl.obolibrary.org/obo/ECTO_0001385	exposure to metformin hydrochloride	XCO:0000408	metformin	hasRelatedSynonym	hasNarrowSynonym	exposure to Glucophage	Glucophage	42.5	0.75	1.0	2	0.3333333333333333	3
http://purl.obolibrary.org/obo/ECTO_0001391	exposure to metoprolol	XCO:0000514	metoprolol	label	label	exposure to metoprolol	metoprolol	79.6875	0.75	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001598	exposure to 2-acetamidofluorene	XCO:0000208	2-acetamidofluorene	label	label	exposure to 2-acetamidofluorene	2-acetamidofluorene	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001832	exposure to N-nitrosodiethylamine	XCO:0000206	N-nitrosodiethylamine	label	label	exposure to N-nitrosodiethylamine	N-nitrosodiethylamine	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001836	exposure to N-methyl-N-nitrosourea	XCO:0000346	N-methyl-N-nitrosourea	label	label	exposure to N-methyl-N-nitrosourea	N-methyl-N-nitrosourea	72.24999999999999	0.8	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001853	exposure to Pentobarbital sodium	XCO:0000108	pentobarbital, sodium	label	label	exposure to Pentobarbital sodium	pentobarbital, sodium	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001884	exposure to quinone	XCO:0000422	quinone	label	label	exposure to quinone	quinone	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001976	exposure to squalene	XCO:0000280	squalene	label	label	exposure to squalene	squalene	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001977	exposure to inulin	XCO:0000174	inulin	label	label	exposure to inulin	inulin	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001978	exposure to primary alcohol	XCO:0000324	primary alcohol	label	label	exposure to primary alcohol	primary alcohol	72.24999999999999	1.0	0.8	4	1.0	7
http://purl.obolibrary.org/obo/ECTO_0001979	exposure to lycopene	XCO:0000427	lycopene	label	label	exposure to lycopene	lycopene	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001980	exposure to quercetin	XCO:0000471	quercetin	label	label	exposure to quercetin	quercetin	85.0	1.0	0.25	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001981	exposure to 1H-pyrazole	XCO:0000426	1H-pyrazole	label	label	exposure to 1H-pyrazole	1H-pyrazole	72.24999999999999	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001982	exposure to 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	XCO:0000499	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	label	label	exposure to 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	72.24999999999999	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001983	exposure to polysaccharide	XCO:0000173	polysaccharide	label	label	exposure to polysaccharide	polysaccharide	85.0	1.0	0.8	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001984	exposure to N-methyl-N'-nitro-N-nitrosoguanidine	XCO:0000354	N-methyl-N'-nitro-N-nitrosoguanidine	label	label	exposure to N-methyl-N'-nitro-N-nitrosoguanidine	N-methyl-N'-nitro-N-nitrosoguanidine	72.24999999999999	1.0	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001985	exposure to alpha-tocopherol	XCO:0000379	alpha-tocopherol	label	label	exposure to alpha-tocopherol	alpha-tocopherol	70.24305555555554	0.8333333333333334	0.8333333333333334	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001986	exposure to N-ethyl-N-nitrosourea	XCO:0000345	N-ethyl-N-nitrosourea	label	label	exposure to N-ethyl-N-nitrosourea	N-ethyl-N-nitrosourea	72.24999999999999	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001987	exposure to 7,12-dimethyltetraphene	XCO:0000090	7,12-dimethyltetraphene (DMBA)	hasRelatedSynonym	hasRelatedSynonym	exposure to 7,12-dimethylbenzo[a]anthracene	7,12-dimethylbenzo[a]anthracene	36.12499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001988	exposure to alendronic acid	XCO:0000474	alendronate	hasRelatedSynonym	label	exposure to Alendronate	alendronate	42.5	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001990	exposure to retinoid	XCO:0000467	retinoid	label	label	exposure to retinoid	retinoid	81.6	0.8	0.8	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001991	exposure to sodium chloride	XCO:0000149	ion/salt	hasRelatedSynonym	label	exposure to salt	ion/salt	28.097222222222214	0.3333333333333333	0.6666666666666666	2	0.411764705882353	3
http://purl.obolibrary.org/obo/ECTO_0001992	exposure to ceftriaxone	XCO:0000484	ceftriaxone	label	label	exposure to ceftriaxone	ceftriaxone	85.0	1.0	0.8	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001993	exposure to sodium nitroprusside	XCO:0000142	sodium nitroprusside	label	label	exposure to sodium nitroprusside	sodium nitroprusside	64.2222222222222	0.6666666666666666	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001996	exposure to captopril	XCO:0000270	captopril	label	label	exposure to captopril	captopril	85.0	0.8	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001998	exposure to carrageenan	XCO:0000273	carrageenan	label	label	exposure to carrageenan	carrageenan	85.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002000	exposure to pentolinium ion	XCO:0000162	pentolinium	label	label	exposure to pentolinium ion	pentolinium	85.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002001	exposure to ruthenium red	XCO:0000224	ruthenium red	label	label	exposure to ruthenium red	ruthenium red	72.24999999999999	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002002	exposure to steroid	XCO:0000091	steroid	label	label	exposure to steroid	steroid	85.0	0.8888888888888888	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002003	exposure to sulfonamide	XCO:0000123	sulfonamide	label	label	exposure to sulfonamide	sulfonamide	85.0	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002004	exposure to benfotiamine	XCO:0000424	benfotiamine	label	label	exposure to benfotiamine	benfotiamine	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002005	exposure to diethylstilbestrol	XCO:0000295	diethylstilbestrol	label	label	exposure to diethylstilbestrol	diethylstilbestrol	75.55555555555556	0.6666666666666666	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002006	exposure to acepromazine	XCO:0000132	acepromazine	label	label	exposure to acepromazine	acepromazine	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002007	exposure to dihydrocapsaicin	XCO:0000219	dihydrocapsaicin	label	label	exposure to dihydrocapsaicin	dihydrocapsaicin	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002008	exposure to 5-bromo-2'-deoxyuridine	XCO:0000391	5-bromo-2'-deoxyuridine	label	label	exposure to 5-bromo-2'-deoxyuridine	5-bromo-2'-deoxyuridine	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002009	exposure to 4-methyl-2-oxopentanoic acid	XCO:0000200	4-methyl-2-oxopentanoic acid	label	label	exposure to 4-methyl-2-oxopentanoic acid	4-methyl-2-oxopentanoic acid	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002010	exposure to angiotensin II	XCO:0000191	angiotensin II	label	label	exposure to angiotensin II	angiotensin II	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002013	exposure to naringenin	XCO:0000473	naringenin	label	label	exposure to naringenin	naringenin	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002015	exposure to pristane	XCO:0000263	pristane	label	label	exposure to pristane	pristane	85.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002016	exposure to glyburide	XCO:0000196	glybenclamide	hasExactSynonym	hasExactSynonym	glyburide exposure	glyburide	76.5	0.6	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002018	exposure to guanethidine	XCO:0000310	guanethidine	label	label	exposure to guanethidine	guanethidine	75.55555555555556	0.6666666666666666	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002019	exposure to isotretinoin	XCO:0000469	isotretinoin	label	label	exposure to isotretinoin	isotretinoin	85.0	1.0	0.6	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002020	exposure to isoprenaline	XCO:0000256	isoproterenol	hasExactSynonym	hasExactSynonym	isoprenaline exposure	isoprenaline	76.5	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002021	exposure to losartan	XCO:0000161	losartan	label	label	exposure to losartan	losartan	85.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002022	exposure to methacholine	XCO:0000134	methacholine	label	label	exposure to methacholine	methacholine	85.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002023	exposure to methylene blue	XCO:0000138	methylene blue	label	label	exposure to methylene blue	methylene blue	72.24999999999999	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002024	exposure to 1,2-dimethylhydrazine	XCO:0000393	1,2-dimethylhydrazine	label	label	exposure to 1,2-dimethylhydrazine	1,2-dimethylhydrazine	72.24999999999999	1.0	1.0	0	0.6808510638297873	3
http://purl.obolibrary.org/obo/ECTO_0002025	exposure to chrysin	XCO:0000472	chrysin	label	label	exposure to chrysin	chrysin	85.0	1.0	0.3333333333333333	4	1.0	2
