left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	equiv_clique_size
http://purl.obolibrary.org/obo/ECTO_0000150	exposure to nitrate	EO:0007406	nitrate regimen	label	label	exposure to nitrate	nitrate regimen	72.24999999999999	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000151	exposure to ozone	EO:0001021	ozone treatment	label	label	exposure to ozone	ozone treatment	72.24999999999999	0.4	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000170	exposure to caffeine	EO:0007524	caffeine	label	label	exposure to caffeine	caffeine	85.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000204	exposure to monosaccharide	EO:0001011	monosaccharide treatment	label	label	exposure to monosaccharide	monosaccharide treatment	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000205	exposure to disaccharide	EO:0001014	disaccharide treatment	label	label	exposure to disaccharide	disaccharide treatment	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000231	exposure to chemical entity	EO:0007189	chemical treatment	label	label	exposure to chemical entity	chemical treatment	72.24999999999999	1.0	0.984375	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000232	exposure to hydrogen peroxide	EO:0007415	hydrogen peroxide treatment	label	label	exposure to hydrogen peroxide	hydrogen peroxide treatment	72.24999999999999	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000252	exposure to cadmium cation	EO:0001018	cadmium treatment	label	label	exposure to cadmium cation	cadmium treatment	72.24999999999999	1.0	0.6666666666666666	0	0.4	4
http://purl.obolibrary.org/obo/ECTO_0000270	exposure to ammonium ion	EO:0001017	ammonium treatment	label	label	exposure to ammonium ion	ammonium treatment	72.24999999999999	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000289	exposure to methyl methanesulfonate	EO:0007550	methyl methanesulfonate	label	label	exposure to methyl methanesulfonate	methyl methanesulfonate	72.24999999999999	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000295	exposure to actinomycin D	EO:0007521	actinomycin D treatment	label	label	exposure to actinomycin D	actinomycin D treatment	72.24999999999999	1.0	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000296	exposure to cisplatin	EO:0007525	cisplatin	label	label	exposure to cisplatin	cisplatin	85.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000375	exposure to salt	EO:0007185	salt treatment	label	label	exposure to salt	salt treatment	72.24999999999999	0.42857142857142855	1.0	0	0.7058823529411765	4
http://purl.obolibrary.org/obo/ECTO_0000439	exposure to formaldehyde	EO:0007539	formaldehyde	label	label	exposure to formaldehyde	formaldehyde	85.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000458	exposure to dimethyl sulfoxide	EO:0007531	dimethyl sulfoxide	label	label	exposure to dimethyl sulfoxide	dimethyl sulfoxide	85.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000499	exposure to auxin	EO:0007074	auxin treatment	label	label	exposure to auxin	auxin treatment	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000507	exposure to cytokinin	EO:0007066	cytokinin treatment	label	label	exposure to cytokinin	cytokinin treatment	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000513	exposure to fungicide	EO:0007268	fungicide treatment	label	label	exposure to fungicide	fungicide treatment	72.24999999999999	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000515	exposure to herbicide	EO:0007183	herbicide treatment	label	label	exposure to herbicide	herbicide treatment	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000517	exposure to insecticide	EO:0007632	insecticide treatment	label	label	exposure to insecticide	insecticide treatment	72.24999999999999	1.0	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000523	exposure to mutagen	EO:0001039	radiation mutagen treatment	label	label	exposure to mutagen	radiation mutagen treatment	26.009999999999994	0.04	0.3333333333333333	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000530	exposure to pesticide	EO:0007167	pesticide treatment	label	label	exposure to pesticide	pesticide treatment	72.24999999999999	0.7777777777777778	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000538	exposure to micronutrient	EO:0007239	micronutrient regimen	label	label	exposure to micronutrient	micronutrient regimen	72.24999999999999	0.4	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000544	exposure to antimicrobial agent	EO:0007041	antibiotic treatment	hasRelatedSynonym	label	exposure to antibiotic	antibiotic treatment	36.12499999999999	0.375	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000980	exposure to temperature of air in surroundings	EO:0007161	air temperature regimen	hasExactSynonym	label	air temperature exposure	air temperature regimen	65.02499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0000981	exposure to temperature of water in surroundings	EO:0007160	water temperature regimen	hasExactSynonym	label	water temperature exposure	water temperature regimen	65.02499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001063	exposure to dioxygen	EO:0007278	oxygen regimen	hasRelatedSynonym	label	exposure to Oxygen	oxygen regimen	36.12499999999999	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001138	exposure to 1,2-dichloroethane	EO:0007504	1,2-dichloroethane	label	label	exposure to 1,2-dichloroethane	1,2-dichloroethane	72.24999999999999	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001162	exposure to diuron	EO:0007063	diuron treatment	label	label	exposure to diuron	diuron treatment	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001198	exposure to 2,4-D	EO:0007180	2,4-dichlorophenoxyacetic acid treatment	hasExactSynonym	hasRelatedSynonym	2,4-D exposure	2,4-D regimen	36.12499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001566	exposure to cadmium	EO:0001018	cadmium treatment	label	label	exposure to cadmium	cadmium treatment	72.24999999999999	1.0	1.0	0	0.4	4
http://purl.obolibrary.org/obo/ECTO_0001644	exposure to cadmium atom	EO:0001018	cadmium treatment	hasRelatedSynonym	label	exposure to cadmium	cadmium treatment	36.12499999999999	1.0	1.0	2	0.2	4
http://purl.obolibrary.org/obo/ECTO_0001699	exposure to 1,2-dibromoethane	EO:0007503	1,2-dibromoethane	label	label	exposure to 1,2-dibromoethane	1,2-dibromoethane	72.24999999999999	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001714	exposure to diepoxybutane	EO:0007528	diepoxybutane	label	label	exposure to diepoxybutane	diepoxybutane	85.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001716	exposure to diethyl sulfate	EO:0007530	diethyl sulfate	label	label	exposure to diethyl sulfate	diethyl sulfate	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001749	exposure to aziridine	EO:0007537	ethylenimine	hasRelatedSynonym	label	exposure to ethylenimine	ethylenimine	42.5	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001750	exposure to oxirane	EO:0007536	ethylene oxide	hasRelatedSynonym	label	exposure to Ethylene oxide	ethylene oxide	42.5	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001769	exposure to hexamethylphosphoric triamide	EO:0007543	hexamethylphosphoramide	hasRelatedSynonym	label	exposure to hexamethylphosphoramide	hexamethylphosphoramide	42.5	0.4	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001795	exposure to 2-methoxyethanol	EO:0007517	2-methoxyethanol	label	label	exposure to 2-methoxyethanol	2-methoxyethanol	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001812	exposure to bis(2-chloroethyl) sulfide	EO:0007552	mustard gas	hasRelatedSynonym	label	exposure to Mustard gas	mustard gas	36.12499999999999	1.0	0.6666666666666666	2	0.5	3
http://purl.obolibrary.org/obo/ECTO_0001812	exposure to bis(2-chloroethyl) sulfide	EO:0007570	sulfur mustard	hasRelatedSynonym	label	exposure to sulfur mustard	sulfur mustard	36.12499999999999	1.0	0.6666666666666666	0	0.5	3
http://purl.obolibrary.org/obo/ECTO_0001817	exposure to nickel atom	EO:0001005	nickel treatment	hasRelatedSynonym	label	exposure to Nickel	nickel treatment	36.12499999999999	0.6666666666666666	1.0	2	0.25	4
http://purl.obolibrary.org/obo/ECTO_0001833	exposure to N-nitrosodimethylamine	EO:0007554	N-nitrosodimethylamine	label	label	exposure to N-nitrosodimethylamine	N-nitrosodimethylamine	72.24999999999999	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001836	exposure to N-methyl-N-nitrosourea	EO:0007557	nitrosomethyl urea	hasRelatedSynonym	hasRelatedSynonym	exposure to N-Methyl-N-nitrosourea	N-methyl-N-nitrosourea	36.12499999999999	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001919	exposure to triaziquone	EO:0007571	triaziquone	label	label	exposure to triaziquone	triaziquone	85.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001935	exposure to urethane	EO:0007573	urethane	label	label	exposure to urethane	urethane	85.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001948	exposure to nickel molecular entity	EO:0001005	nickel treatment	hasRelatedSynonym	label	exposure to nickel compounds	nickel treatment	36.12499999999999	1.0	1.0	0	0.25	4
http://purl.obolibrary.org/obo/ECTO_0001954	exposure to iodine atom	EO:0007547	iodine	hasRelatedSynonym	label	exposure to iodine	iodine	42.5	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001984	exposure to N-methyl-N'-nitro-N-nitrosoguanidine	EO:0007553	N-methyl-N'-nitro-N-nitrosoguanidine	label	label	exposure to N-methyl-N'-nitro-N-nitrosoguanidine	N-methyl-N'-nitro-N-nitrosoguanidine	72.24999999999999	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001986	exposure to N-ethyl-N-nitrosourea	EO:0007535	ethyl nitrosourea	hasRelatedSynonym	label	exposure to Ethyl nitrosourea	ethyl nitrosourea	42.5	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001989	exposure to phosphate	EO:0001006	phosphate treatment	label	label	exposure to phosphate	phosphate treatment	72.24999999999999	1.0	1.0	0	0.6666666666666667	3
http://purl.obolibrary.org/obo/ECTO_0001991	exposure to sodium chloride	EO:0007185	salt treatment	hasRelatedSynonym	label	exposure to salt	salt treatment	30.104166666666657	0.6666666666666666	0.5	1	0.09049773755656106	4
http://purl.obolibrary.org/obo/ECTO_0001991	exposure to sodium chloride	EO:0007048	sodium chloride regimen	label	label	exposure to sodium chloride	sodium chloride regimen	67.73437499999999	0.75	0.75	0	0.6923076923076923	4
http://purl.obolibrary.org/obo/ECTO_0002155	exposure to diethyl ether	EO:0007533	ethyl ether	hasRelatedSynonym	label	exposure to ethyl ether	ethyl ether	36.12499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002180	exposure to iron(2+) sulfate (anhydrous)	EO:0007098	ferrous sulfate regimen	hasRelatedSynonym	label	exposure to ferrous sulfate	ferrous sulfate regimen	36.12499999999999	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002233	exposure to phosphoric acid	EO:0001006	phosphate treatment	hasRelatedSynonym	label	exposure to Phosphate	phosphate treatment	36.12499999999999	1.0	1.0	2	0.33333333333333337	3
http://purl.obolibrary.org/obo/ECTO_0002293	exposure to sodium hydrogensulfite	EO:0007567	sodium bisulfite	hasRelatedSynonym	label	exposure to sodium bisulfite	sodium bisulfite	36.12499999999999	0.4	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002294	exposure to sodium fluoride	EO:0007568	sodium fluoride	label	label	exposure to sodium fluoride	sodium fluoride	72.24999999999999	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002295	exposure to mechlorethamine	EO:0007556	nitrogen mustard	hasExactSynonym	hasRelatedSynonym	mechlorethamine exposure	mechlorethamine	42.5	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002297	exposure to sodium hydroxide	EO:0001060	sodium hydroxide treatment	label	label	exposure to sodium hydroxide	sodium hydroxide treatment	72.24999999999999	0.6666666666666666	1.0	4	1.0	2

